chromosome	position	LR	CN
chr1	64770459	0.612629589550777	2
chr1	64985632	0.371945578962677	2
chr1	64989637	0.375378759421046	2
chr1	65313860	-0.529128626995309	2
chr1	65633055	0.548384044617486	2
chr1	65930623	-0.222170988303851	2
chr1	66528318	0.330758543778298	2
chr1	66560501	1.38699592769428	2
chr1	66615072	-0.290199587036917	2
chr1	66673032	0.221657759804382	2
chr1	67035880	0.167099334318957	2
chr1	67636198	0.361966406389118	2
chr1	68649702	0.32882785609213	2
chr1	69213042	-0.0791413470025397	2
chr1	69479912	-0.268664205752081	2
chr1	69617183	0.564528600707785	2
chr1	69629390	-0.435631635318983	2
chr1	69794774	0.340083967594739	2
chr1	70061545	0.326408408705092	2
chr1	70106425	-0.0850049333735831	2
chr1	70344443	0.234517982610549	2
chr1	70690644	0.387977436892112	2
chr1	71269693	-2.36605688619563	2
chr1	71874639	-0.274205282268126	2
chr1	71974731	-0.49066481483668	2
chr1	72188462	-0.360233304895265	2
chr1	72277130	0.237607290855898	2
chr1	72423443	0.758816433824296	2
chr1	72447361	0.372365335486719	2
chr1	72650172	-0.0901646356985632	2
chr1	73124694	0.256617348243519	2
chr1	73753859	0.439466916572262	2
chr1	74082824	0.191305233183157	2
chr1	74167957	0.150295565287037	2
chr1	74278812	0.112213133897454	2
chr1	75388177	0.314044315886787	2
chr1	75458486	0.45973895982176	2
chr1	75871393	0.293287856294742	2
chr1	76226639	0.00231672157206156	2
chr1	76259802	-0.474361708630554	2
chr1	76288252	0.195596978204087	2
chr1	76305687	-0.196646792136987	2
chr1	76518279	-0.135553343507551	2
chr1	76607668	0.233859385217653	2
chr1	76746236	0.50150828434038	2
chr1	77000467	0.201825140518973	2
chr1	77470641	-0.150074360215964	2
chr1	77712124	0.151381119722404	2
chr1	77798424	0.559977893038287	2
chr1	77974959	0.396921586399683	2
chr1	78084452	0.377830208044058	2
chr1	78136586	-0.441366390054917	2
chr1	78158757	-0.0301491117344294	2
chr1	78166504	0.558664394942709	2
chr1	78177068	0.340104777416887	2
chr1	78485445	-0.61361906389889	2
chr1	78737396	-0.202036871763627	2
chr1	78760911	0.0608216729635923	2
chr1	78792190	-0.520378406838861	2
chr1	78893534	-0.00366608802431429	2
chr1	79201783	0.134966225077001	2
chr1	79424180	0.682017922126908	1
chr1	79460473	0.178767292945256	1
chr1	79519753	-0.0185343654895992	1
chr1	79551543	2.53462717632646	1
chr1	79574376	0.0184403255721509	1
chr1	79833304	0.360704290226971	1
chr1	80068027	0.307547447806881	1
chr1	80087774	-5.08365998334274	1
chr1	80155488	-0.410684352152319	1
chr1	80339055	0.226014816127209	1
chr1	80590645	-6.98116369332867	1
chr1	80700571	-0.0595379307649082	1
chr1	80736878	-0.240553648388585	1
chr1	80915513	0.468842750008713	1
chr1	80956556	-0.436018195758539	1
chr1	81157840	-5.46673847264847	1
chr1	81336046	-5.1043222549027	1
chr1	81404171	-5.37474609425992	1
chr1	81656625	-4.55818505255517	1
chr1	82051762	-4.62924769787342	1
chr1	82391893	-6.90738969769049	1
chr1	82481120	0.548384044617486	1
chr1	82745585	-0.222170988303851	1
chr1	82991668	0.330758543778298	1
chr1	83700746	0.400371353404876	1
chr1	83967298	-0.290199587036917	1
chr1	84050292	0.221657759804382	1
chr1	84062401	0.167099334318957	1
chr1	84246859	0.361966406389118	1
chr1	84518287	0.32882785609213	1
chr1	84769351	-0.0791413470025397	1
chr1	84806980	-0.268664205752081	1
chr1	84915234	0.564528600707785	1
chr1	85031393	-0.435631635318983	2
chr1	85182592	0.340083967594739	2
chr1	85304757	0.326408408705092	2
chr1	85585050	-0.0850049333735831	2
chr1	85625248	0.234517982610549	2
chr1	85766695	0.387977436892112	2
chr1	85865693	-0.148493108666212	2
chr1	86509100	-0.274205282268126	2
chr1	86607377	-0.49066481483668	2
chr1	86935124	-0.360233304895265	2
chr1	87065269	0.237607290855898	2
chr1	87235085	0.758816433824296	2
chr1	87253193	0.716027220718488	2
chr1	87621707	-0.0901646356985632	2
chr1	87667134	0.256617348243519	2
chr1	88260015	0.439466916572262	2
chr1	88658050	0.191305233183157	2
chr1	89096601	0.150295565287037	2
chr1	89542745	1.8430506138004	2
chr1	89782602	0.314044315886787	2
chr1	90182521	0.45973895982176	2
chr1	90198265	0.293287856294742	2
chr1	90242273	0.00231672157206156	2
chr1	90314501	-0.474361708630554	2
chr1	90921366	0.195596978204087	2
chr1	91037269	-2.45680489612085	2
chr1	91641299	-0.135553343507551	2
chr1	91853322	0.233859385217653	2
chr1	91933517	0.50150828434038	2
chr1	92425309	0.201825140518973	2
chr1	92571003	-0.150074360215964	2
chr1	92892164	0.151381119722404	2
chr1	92913912	0.559977893038287	2
chr1	93118970	1.92349497761425	2
chr1	93258156	0.377830208044058	2
chr1	93607159	-0.441366390054917	2
chr1	93651222	-0.0301491117344294	2
chr1	93697592	0.558664394942709	2
chr1	93751404	0.340104777416887	2
chr1	93843497	-0.61361906389889	2
chr1	93867242	-0.202036871763627	2
chr1	94107688	0.0608216729635923	2
chr1	94114478	-0.520378406838861	2
chr1	94380181	-6.89727959684823	2
chr1	94666956	0.134966225077001	2
chr1	94806760	-2.00679245869543	2
chr1	94923145	0.178767292945256	2
chr1	95705126	-0.0185343654895992	2
chr1	95784800	0.170065621361516	2
chr1	96078173	0.0184403255721509	2
chr1	96391597	0.360704290226971	2
chr1	96543038	0.307547447806881	2
chr1	96885935	0.487341470401913	2
chr1	97034972	-0.410684352152319	2
chr1	97258874	0.226014816127209	2
chr1	97538161	0.0277478652039882	2
chr1	97930878	-0.202251808723389	2
chr1	98944875	-4.70350572742868	2
chr1	99169479	0.468842750008713	2
chr1	99472715	-0.436018195758539	2
chr1	99522030	-0.110459923813292	2
chr1	99875144	0.43381244405456	2
chr1	100000574	0.612629589550777	2
chr1	100126675	0.608012701119017	2
chr1	100264957	-0.451916901483577	2
chr1	101930556	0.21531160384801	2
chr1	102535634	0.266368911394659	2
chr1	102888609	-0.141370102139805	2
chr1	103583961	-0.0431090947896227	2
chr1	103677895	0.304367729091855	2
chr1	103824859	-0.082967207760581	2
chr1	103841582	1.41597191291279	2
chr1	104363964	0.201621680671571	2
chr1	104548412	-0.350755214261917	2
chr1	105012205	-0.264103598775005	2
chr1	105196683	0.250379805448051	2
chr1	105317335	-2.34188948298058	2
chr1	105626183	0.45600717097918	2
chr1	105925751	0.265791531997124	2
chr1	106946605	0.336166624281327	2
chr1	106990651	-0.609506920200772	2
chr1	107460457	-0.497353563445167	2
chr1	108009027	0.153977691382484	2
chr1	108418386	0.187130090511368	2
chr1	108842468	0.0605779298485118	2
chr1	108943147	-0.325033892784994	2
chr1	108970419	0.315813385352843	2
chr1	109416753	0.370453208553126	2
chr1	109450277	-0.094938361225215	2
chr1	110363775	-0.0976483204426864	2
chr1	110741050	0.421427595157801	2
chr1	111178404	0.335767761564173	2
chr1	111305625	0.638977060531766	2
chr1	111537062	-0.66115849023135	2
chr1	111887125	-0.430144411778702	2
chr1	111924275	0.0582519027786581	2
chr1	112826808	-0.537339393408987	2
chr1	112832744	0.0413509958850236	2
chr1	112858046	0.377831001786988	2
chr1	113185176	-0.276717111387211	2
chr1	113620286	0.102189455870191	2
chr1	114695395	0.149681361614332	2
chr1	115260816	0.210314848833407	2
chr1	115924570	-0.494385197279717	2
chr1	116399441	-0.00751738835131449	2
chr1	116508783	0.33477536630635	2
chr1	116544692	0.409145035061003	2
chr1	116910611	-1.00435646034627	2
chr1	117046697	0.298430973992733	2
chr1	117200020	-0.0905225380282986	2
chr1	117303649	0.121378309738988	2
chr1	117323410	-0.58878213142468	2
chr1	117451430	0.145953283359686	2
chr1	117788193	-0.328413920774324	2
chr1	117955391	0.230625453510187	2
chr1	118006771	0.234361690579385	2
chr1	118635884	0.0970546919170477	2
chr1	119352551	-0.515960961491938	2
chr1	119477146	0.214983269774104	2
chr1	119955431	-0.237002359925589	2
chr1	120118684	-0.608923891114748	2
chr1	121344657	-0.379879402908129	2
chr1	125654082	0.615816622207435	2
chr1	125740650	0.412792672002792	2
chr1	125841831	-0.0425204837776781	2
chr1	125870372	-0.660945997879878	2
chr1	126381754	-0.143720132771928	2
chr1	126859856	-0.658017628335976	2
chr1	126921851	0.343449969092557	2
chr1	127815017	-0.528097159449342	2
chr1	127999048	-2.08364295487551	2
chr1	128252136	0.446430342201841	2
chr1	128848371	0.23816834233613	2
chr1	128989724	0.151145328869425	2
chr1	129131925	-0.483615166711556	2
chr1	129200075	-0.479300384516539	2
chr1	129624214	0.446516233601463	2
chr1	129635723	0.199532871031336	2
chr1	130186895	-0.273610947170651	2
chr1	130507973	-0.470455755698749	2
chr1	130610891	0.417299082457004	2
chr1	130912632	-0.554950795007173	2
chr1	131221479	-0.376296473229801	2
chr1	131237717	0.261856191348304	2
chr1	131838515	0.180649297972858	2
chr1	131912646	0.386490861714538	2
chr1	131915044	-0.325054029362183	2
chr1	132555914	0.420484929911344	2
chr1	132717475	-4.73074831915964	2
chr1	132926226	-0.00181498141354739	2
chr1	132939992	0.146377875976146	2
chr1	133304744	0.0739709609850601	2
chr1	133360897	-0.777309813003424	2
chr1	133811150	0.374300836881007	2
chr1	133850419	0.32027368499459	2
chr1	133909348	0.300635366700139	2
chr1	134036692	-0.0987642644632201	2
chr1	134118965	-0.0855307330055388	2
chr1	134153633	-0.194489415295045	2
chr1	134574060	-0.993407122183055	2
chr1	134622069	0.246097538139891	2
chr1	134695382	-0.216279292687608	2
chr1	134716707	-0.184141710082333	2
chr1	134816625	0.599805672500034	2
chr1	135206047	0.130200648226853	2
chr1	135314659	-0.310393118345734	2
chr1	135413765	0.429124863810338	2
chr1	135433826	-0.144991292184017	2
chr1	135693553	0.349982274242515	2
chr1	135780263	0.268940291473114	2
chr1	136009788	0.176015822427697	2
chr1	136102464	-0.574711345525341	2
chr1	136246435	0.0898461997518875	2
chr1	136588441	0.120552651305211	2
chr1	136749874	0.0561610206276881	2
chr1	136770619	-0.0682840915818202	2
chr1	136786253	0.572937781058616	2
chr1	137106316	0.518892255218826	2
chr1	137115081	-0.00256072243825605	2
chr1	137147270	0.171621160317704	2
chr1	137764169	0.426516343935603	2
chr1	138492490	-6.62436339012922	2
chr1	138621460	0.0719481927009627	2
chr1	138653117	-0.139468501486008	2
chr1	138704291	0.51466883613343	2
chr1	138930269	0.27248030276393	2
chr1	139250388	-0.512887835556064	2
chr1	139494589	-0.0743045664279097	2
chr1	139865907	0.423632324250634	2
chr1	140710586	-0.0101945882930138	2
chr1	140982112	-0.836480391822762	2
chr1	141053006	-0.234855906042228	2
chr1	141193765	0.208207826103895	2
chr1	141209367	-0.62425637246972	2
chr1	141347934	-0.932419005538024	2
chr1	142064010	-0.188848393503432	2
chr1	142454685	-0.207214778778113	2
chr1	142837480	-0.13382423030323	2
chr1	143045085	-0.863717256464976	2
chr1	143098255	-0.052099457732647	2
chr1	143190326	-0.696340091485086	2
chr1	143258366	0.247236049255799	2
chr1	143352750	-0.380287641366059	2
chr1	143633204	0.178349677122478	2
chr1	143658148	-0.153391971665593	2
chr1	143850173	-0.0112323907589883	2
chr1	144164387	0.177608089745228	2
chr1	144375009	0.307816250052255	2
chr1	144624936	0.442025459096622	2
chr1	144785259	0.381785548485629	2
chr1	144835218	-0.268314962285237	2
chr1	144837905	-2.39685924155496	2
chr1	145254470	0.249855778909129	2
chr1	145334228	0.617435039322591	2
chr1	145683261	0.331247194241097	2
chr1	145714643	-1.278319215785	2
chr1	145894154	0.173180665115447	2
chr1	146043010	0.429291572600466	2
chr1	146253983	-0.864834752522581	2
chr1	146466689	-0.6934683107337	2
chr1	146667720	-0.565369895418989	1
chr1	146707851	-0.841320990649574	1
chr1	146863492	0.282537147371159	1
chr1	146941277	-0.309540356727247	1
chr1	147162116	-0.0405435331801276	1
chr1	147223351	-0.532013889850459	1
chr1	147270060	0.41417947491855	2
chr1	147535732	-0.365595725277875	2
chr1	147725621	-0.000461729348734402	2
chr1	147808679	0.343623563176384	2
chr1	147887673	0.096529464644155	2
chr1	148116517	0.639556509372264	2
chr1	148255197	-0.11906337193965	2
chr1	148369790	-5.17473560179222	2
chr1	148991537	-0.105203738435844	2
chr1	149278238	-7.07594836095373	2
chr1	149445541	-0.283926339157036	2
chr1	149627680	0.705665220983555	2
chr1	150026105	1.31763039860425	2
chr1	150663789	1.09226672207922	2
chr1	150689979	1.06413094273151	2
chr1	150969290	0.811705701673163	2
chr1	151239084	0.94713086733717	2
chr1	151643473	1.42069123413327	3
chr1	151714610	1.12057916741762	3
chr1	152713972	1.27896595203398	3
chr1	152732621	1.32541132711673	3
chr1	152870697	0.618764545815673	3
chr1	153565028	1.26185621603017	3
chr1	153642511	0.676809233557084	3
chr1	153660147	0.824464155567136	4
chr1	153803836	1.22844205062113	4
chr1	153875572	0.767527545812133	4
chr1	154082419	0.845035053055486	4
chr1	154111855	0.855611012979655	4
chr1	154160695	0.774303906994764	3
chr1	154202833	0.402783770253715	3
chr1	154323910	0.9586375805111	3
chr1	154426084	1.32558922886508	3
chr1	154506999	0.933041419970489	3
chr1	155109541	0.33955059808492	3
chr1	155131472	0.0735334888971881	3
chr1	155987802	0.577248978337343	3
chr1	156082928	0.969119598064681	3
chr1	156627789	-0.963114868456043	3
chr1	156783296	1.4459965108689	3
chr1	156795119	1.14389004978071	3
chr1	157075999	1.13979381518417	3
chr1	157215035	0.817201118797001	4
chr1	157417094	1.19064462069438	4
chr1	157707318	-4.97246716775167	4
chr1	157784617	0.974745289315816	4
chr1	157926599	1.06085656185355	4
chr1	158366372	0.986081592221519	4
chr1	158695939	1.37227894492095	4
chr1	158778504	1.49481001867822	4
chr1	158823120	1.27902711353454	4
chr1	158900314	0.268972883437736	5
chr1	159702403	-0.320984578724624	5
chr1	160173072	2.02172476978729	5
chr1	160378692	2.04714351015901	5
chr1	161158096	1.72179701553042	5
chr1	161609261	2.19032544053403	5
chr1	161859666	2.5009425831016	5
chr1	161872435	2.34950814370776	5
chr1	162398776	1.82715738198349	6
chr1	162559577	2.35756094075013	6
chr1	162606459	2.1933845024386	5
chr1	162858839	2.17709446238129	6
chr1	162874177	2.06313105114047	6
chr1	163078780	0.81184949943026	5
chr1	163255224	1.8860355890082	5
chr1	163779276	2.22779141840515	5
chr1	163841672	1.89485094124594	6
chr1	164026053	2.51876295654147	6
chr1	164072705	0.856894282720304	5
chr1	164276186	1.69597591920243	5
chr1	164304038	1.55119315487874	5
chr1	164766062	1.8691278226907	5
chr1	164802139	2.24728060629786	5
chr1	165663930	0.442044628834793	5
chr1	165728816	1.67471496356375	5
chr1	166310288	-4.68804406499361	4
chr1	166311007	2.0508460174492	4
chr1	166561153	1.00026368996921	4
chr1	166718840	0.882494964440424	4
chr1	166754512	0.545245968209943	4
chr1	166798253	0.641211871935303	4
chr1	166946709	1.33999682156101	4
chr1	167052754	0.997222316370871	4
chr1	168526352	1.29269217757522	4
chr1	168934647	0.951266872725511	4
chr1	169203778	0.648041584182446	4
chr1	169251701	1.3883119386129	4
chr1	169788045	1.10782830415721	4
chr1	170084488	0.542937982630713	4
chr1	170200629	1.31763039860425	4
chr1	170225677	1.09226672207922	4
chr1	170283232	1.6400966354853	4
chr1	170467494	0.811705701673163	4
chr1	170973875	0.94713086733717	4
chr1	171137854	1.42069123413327	4
chr1	172558135	1.12057916741762	4
chr1	172874189	1.27896595203398	4
chr1	173048032	1.32541132711673	4
chr1	173048610	0.618764545815673	4
chr1	173349052	1.26185621603017	4
chr1	173606214	0.676809233557084	4
chr1	173797294	0.824464155567136	4
chr1	173878995	1.22844205062113	4
chr1	174605819	0.767527545812133	4
chr1	174796149	0.845035053055486	4
chr1	175097441	0.855611012979655	4
chr1	175153440	0.774303906994764	4
chr1	175444366	0.402783770253715	4
chr1	175657777	0.9586375805111	4
chr1	175834197	1.32558922886508	4
chr1	175888944	0.933041419970489	3
chr1	176186552	0.33955059808492	3
chr1	176262227	0.0735334888971881	3
chr1	176459154	0.577248978337343	3
chr1	176685074	0.969119598064681	3
chr1	177208238	0.683184394607768	3
chr1	177244853	1.4459965108689	3
chr1	177647407	1.14389004978071	3
chr1	178215560	1.13979381518417	3
chr1	178430176	0.817201118797001	3
chr1	178729102	1.19064462069438	3
chr1	179890372	0.525246600035324	3
chr1	179891868	0.974745289315816	3
chr1	180133083	-0.662187894565634	2
chr1	180778727	0.119722193001939	2
chr1	180803574	-0.478865036107392	2
chr1	180833209	0.183648228637139	2
chr1	181271202	-0.165265674079886	2
chr1	181319620	-0.422003033669872	2
chr1	181682953	-0.446949107432616	2
chr1	181951569	-0.307873509277917	2
chr1	182075372	0.642911620421163	2
chr1	182384682	0.104217284056408	2
chr1	182771826	-1.20192015353397	2
chr1	182792165	0.233794875060202	2
chr1	182915493	0.0909083200247738	2
chr1	183540658	0.00452469076563246	2
chr1	183827521	-1.00479454310207	2
chr1	184376087	-0.51716279953983	2
chr1	184721069	-0.66612878474422	2
chr1	185345648	0.0992731199519139	2
chr1	185680672	0.455361541080654	2
chr1	185700910	-0.909701788223789	2
chr1	185791507	-0.243862264223832	2
chr1	185958147	0.183279082310885	1
chr1	186192355	0.0582822936348668	1
chr1	186709501	-0.657775984204128	1
chr1	186751006	0.336861758716401	1
chr1	186957700	-0.89179702743384	1
chr1	187283060	-0.491064362600561	1
chr1	187406756	0.217234695213355	1
chr1	187459782	0.10857490178302	1
chr1	187530666	-0.566970853213393	2
chr1	187576606	-0.160205872225197	2
chr1	187794431	0.283825664280774	2
chr1	187795162	-0.106132358740578	2
chr1	188100502	-0.269295623350891	2
chr1	188104425	-6.28781961636438	2
chr1	188175020	0.0348646175918407	2
chr1	188872082	-1.79130861418514	2
chr1	189047451	-0.547527000706578	2
chr1	189108682	-0.00783020244583824	2
chr1	189373688	0.42831154800165	2
chr1	190207721	0.0332851726110159	2
chr1	190298733	-0.0394418573215105	2
chr1	190412666	0.0607464493483383	2
chr1	190747069	-0.240538851295158	2
chr1	190813861	-0.248945757959217	1
chr1	190834284	0.205459194121233	1
chr1	191084318	-0.0443698636354333	1
chr1	191481271	-0.449166270917891	1
chr1	191490944	-0.109987643306855	1
chr1	191988558	0.0687698107870827	2
chr1	192317481	0.125242344597859	2
chr1	193054136	-0.295882727195926	2
